periodo_academico,orden_periodo,codigo_curso,nombre_curso,semestre_pensum,area_academica,tipo_curso_configurado,requiere_laboratorio,curso_obligatorio,curso_base,curso_bloqueante,cantidad_cursos_dependientes,nivel_bloqueo_curricular,curso_aperturado,curso_cancelado,secciones_abiertas,cupo_total_ofertado,estudiantes_asignados,estudiantes_desasignados,estudiantes_con_nota,tasa_ocupacion_cupo,estudiantes_con_acta_ordinaria,aprobados_ordinario,reprobados_ordinario,estudiantes_recuperacion,aprobados_recuperacion,perdida_definitiva,nsp_total,equivalencias_total,tasa_aprobacion_ordinaria,tasa_perdida_ordinaria,tasa_recuperacion,tasa_aprobacion_recuperacion,tasa_perdida_definitiva,indice_dependencia_recuperacion,promedio_zona_ordinaria,promedio_examen_ordinario,promedio_nota_total_ordinario,curso_abierto_periodo_siguiente,curso_abierto_en_periodo_posterior_2024,estudiantes_sin_oportunidad_inmediata,estudiantes_en_riesgo_retraso_curricular
S2,3,2799,Matematica de Computo 2,4,Ciencias de la Computacion,teorico,No,Si,Si,Si,3,medio,Si,No,1,45,32,2,30,0.7111111111111111,30,19,10,7,3,8,1,0,0.6333333333333333,0.3333333333333333,0.23333333333333334,0.42857142857142855,0.26666666666666666,0.13636363636363635,49.56666666666667,17.79310344827586,66.76666666666667,False,False,8,8
S2,3,2800,Introduccion a la Programacion y Computacion 2,4,Desarrollo de Software,mixto,Si,Si,Si,Si,5,alto,Si,No,1,30,19,4,15,0.6333333333333333,14,6,7,4,2,6,1,1,0.42857142857142855,0.5,0.2857142857142857,0.5,0.4,0.2222222222222222,44.57142857142857,17.076923076923077,60.42857142857143,False,False,6,6
S2,3,2803,Organizacion de Lenguajes y Compiladores 1,5,Ciencias de la Computacion,mixto,Si,Si,Si,Si,5,alto,Si,No,1,30,16,0,16,0.5333333333333333,15,7,7,7,2,6,1,1,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.375,0.2,47.666666666666664,14.0,60.733333333333334,False,False,6,6
S2,3,2808,Teoria de Sistemas 1,6,Metodologia de Sistemas,mixto,No,Si,Si,Si,2,medio,Si,No,1,30,20,3,17,0.6666666666666666,17,11,5,4,2,4,1,0,0.6470588235294118,0.29411764705882354,0.23529411764705882,0.5,0.23529411764705882,0.15384615384615385,49.705882352941174,14.875,63.705882352941174,False,False,4,4
S2,3,2809,Economia,6,Metodologia de Sistemas,teorico,No,Si,No,No,0,bajo,Si,No,1,45,26,0,26,0.5777777777777777,26,17,8,6,3,6,1,0,0.6538461538461539,0.3076923076923077,0.23076923076923078,0.5,0.23076923076923078,0.15,51.15384615384615,15.36,65.92307692307692,False,False,6,0
S2,3,2810,Organizacion de Lenguajes y Compiladores 2,6,Ciencias de la Computacion,mixto,Si,Si,No,Si,1,medio,Si,No,1,30,16,1,15,0.5333333333333333,13,7,5,5,3,3,1,2,0.5384615384615384,0.38461538461538464,0.38461538461538464,0.6,0.2,0.25,47.15384615384615,16.166666666666668,62.07692307692308,False,False,3,3
S2,3,2811,Arquitectura de Computadores y Ensambladores 1,6,Ciencias de la Computacion,mixto,No,Si,Si,Si,5,alto,Si,No,1,30,24,0,24,0.8,24,14,9,7,3,7,1,0,0.5833333333333334,0.375,0.2916666666666667,0.42857142857142855,0.2916666666666667,0.17647058823529413,47.75,16.869565217391305,63.916666666666664,False,False,7,7
S2,3,2812,Manejo e Implementacion de Archivos,6,Desarrollo de Software,teorico,No,Si,Si,Si,3,medio,Si,No,1,30,22,4,18,0.7333333333333333,18,9,8,4,3,6,1,0,0.5,0.4444444444444444,0.2222222222222222,0.75,0.3333333333333333,0.25,49.05555555555556,13.470588235294118,61.77777777777778,False,False,6,6
S2,3,2819,Sistemas Operativos 2,8,Ciencias de la Computacion,mixto,No,Si,No,No,0,bajo,Si,No,1,45,26,2,24,0.5777777777777777,24,12,10,9,3,9,2,0,0.5,0.4166666666666667,0.375,0.3333333333333333,0.375,0.2,46.625,15.454545454545455,60.791666666666664,False,False,9,0
S2,3,2820,Redes de Computadoras 2,8,Ciencias de la Computacion,mixto,Si,Si,No,Si,1,medio,Si,No,1,30,18,1,17,0.6,17,9,7,3,2,6,1,0,0.5294117647058824,0.4117647058823529,0.17647058823529413,0.6666666666666666,0.35294117647058826,0.18181818181818182,45.8235294117647,16.25,61.11764705882353,False,False,6,6
S2,3,2821,Sistemas de Bases de Datos 2,8,Desarrollo de Software,mixto,No,Si,Si,Si,2,medio,Si,No,1,20,11,1,10,0.55,10,5,4,3,1,4,1,0,0.5,0.4,0.3,0.3333333333333333,0.4,0.16666666666666666,44.7,15.88888888888889,59.0,False,False,4,4
S2,3,2822,Analisis y Diseño de Sistemas 1,8,Desarrollo de Software,mixto,No,Si,Si,Si,3,medio,Si,No,1,30,18,0,18,0.6,18,9,8,7,3,6,1,0,0.5,0.4444444444444444,0.3888888888888889,0.42857142857142855,0.3333333333333333,0.25,46.05555555555556,15.823529411764707,61.0,True,True,0,0
S2,3,2823,Seminario de Sistemas 1,8,Desarrollo de Software,practico,No,Si,No,Si,1,medio,Si,No,1,30,17,3,14,0.5666666666666667,14,8,5,3,2,4,1,0,0.5714285714285714,0.35714285714285715,0.21428571428571427,0.6666666666666666,0.2857142857142857,0.2,50.92857142857143,13.538461538461538,63.5,False,False,4,4
S2,3,2829,Practica Final,9,EPS,practico,No,Si,No,No,0,bajo,Si,No,1,20,10,0,10,0.5,10,6,3,2,1,3,1,0,0.6,0.3,0.2,0.5,0.3,0.14285714285714285,48.5,17.333333333333332,64.1,False,False,3,0
S2,3,2834,Sistemas Organizacionales y Gerenciales 2,10,Metodologia de Sistemas,mixto,No,Si,No,No,0,bajo,Si,No,1,20,15,2,13,0.75,13,8,5,2,2,3,0,0,0.6153846153846154,0.38461538461538464,0.15384615384615385,1.0,0.23076923076923078,0.2,51.07692307692308,17.46153846153846,68.53846153846153,False,False,3,0
S2,3,2836,Software Avanzado,10,Desarrollo de Software,mixto,Si,Si,No,No,0,bajo,Si,No,1,20,14,0,14,0.7,14,8,5,3,2,4,1,0,0.5714285714285714,0.35714285714285715,0.21428571428571427,0.6666666666666666,0.2857142857142857,0.2,45.142857142857146,15.692307692307692,59.714285714285715,False,False,4,0
S2,3,2837,Seminario de Investigacion,10,Ciencias Basicas y Complementarias,practico,No,Si,No,No,0,bajo,Si,No,1,20,13,1,12,0.65,12,7,4,3,1,4,1,0,0.5833333333333334,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.125,51.25,13.545454545454545,63.666666666666664,False,False,4,0
S2,3,290,Matematica Intermedia 1,3,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,5,alto,Si,No,4,125,81,6,75,0.648,75,45,27,21,9,21,3,0,0.6,0.36,0.28,0.42857142857142855,0.28,0.16666666666666666,49.84,14.152777777777779,63.42666666666667,True,True,0,0
S2,3,291,Matematica Intermedia 2,4,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,2,medio,Si,No,2,50,26,2,24,0.52,24,15,8,7,3,6,1,0,0.625,0.3333333333333333,0.2916666666666667,0.42857142857142855,0.25,0.16666666666666666,47.791666666666664,14.565217391304348,61.75,True,True,0,0
S2,3,292,Matematica Intermedia 3,4,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,3,medio,Si,No,2,40,22,1,21,0.55,21,14,7,4,2,5,0,0,0.6666666666666666,0.3333333333333333,0.19047619047619047,0.5,0.23809523809523808,0.125,53.333333333333336,14.142857142857142,67.47619047619048,True,True,0,0
S2,3,670,Ingenieria Electrica 1,6,Ciencias Basicas y Complementarias,teorico,No,No,No,No,0,bajo,Si,No,1,20,9,0,9,0.45,9,6,3,2,1,2,0,0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.2222222222222222,0.14285714285714285,47.0,16.333333333333332,63.333333333333336,False,False,2,0
S2,3,673,Matematica Aplicada 1,5,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,3,medio,Si,No,1,20,9,0,9,0.45,9,6,3,2,1,2,0,0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.2222222222222222,0.14285714285714285,48.44444444444444,14.444444444444445,62.888888888888886,True,True,0,0
S2,3,674,Matematica Aplicada 3,5,Ciencias Basicas y Complementarias,teorico,No,Si,No,Si,1,medio,Si,No,1,20,10,0,10,0.5,10,6,4,3,1,3,0,0,0.6,0.4,0.3,0.3333333333333333,0.3,0.14285714285714285,51.1,12.4,63.5,False,False,3,3
S2,3,685,Investigacion de Operaciones 1,6,Metodologia de Sistemas,teorico,No,Si,Si,Si,3,medio,Si,No,1,20,10,2,8,0.5,8,5,3,2,1,2,0,0,0.625,0.375,0.25,0.5,0.25,0.16666666666666666,50.375,17.25,67.625,False,False,2,2
S2,3,690,Ingenieria Economica 1,8,Ciencias Basicas y Complementarias,teorico,No,No,Si,Si,2,medio,Si,No,1,30,22,1,21,0.7333333333333333,21,14,6,4,3,4,1,0,0.6666666666666666,0.2857142857142857,0.19047619047619047,0.75,0.19047619047619047,0.17647058823529413,48.04761904761905,17.95,65.14285714285714,True,True,0,0
S2,3,694,Contabilidad 1,5,Ciencias Basicas y Complementarias,teorico,No,No,No,Si,1,medio,Si,No,1,20,9,0,9,0.45,9,6,3,1,1,2,0,0,0.6666666666666666,0.3333333333333333,0.1111111111111111,1.0,0.2222222222222222,0.14285714285714285,51.22222222222222,13.88888888888889,65.11111111111111,True,True,0,0
S2,3,779,Contabilidad 2,6,Ciencias Basicas y Complementarias,teorico,No,No,No,Si,1,medio,Si,No,1,20,3,0,3,0.15,3,2,1,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,52.0,10.333333333333334,62.333333333333336,False,False,1,1
S2,3,795,Investigacion de Operaciones 2,7,Metodologia de Sistemas,teorico,No,Si,No,Si,1,medio,Si,No,1,20,12,2,10,0.6,10,7,3,1,1,2,0,0,0.7,0.3,0.1,1.0,0.2,0.125,47.6,15.3,62.9,False,False,2,2
S2,3,912,Planeamiento,10,Ciencias Basicas y Complementarias,teorico,No,No,No,No,0,bajo,Si,No,1,20,4,0,4,0.2,4,3,1,1,0,1,0,0,0.75,0.25,0.25,0.0,0.25,0.0,44.75,23.75,68.5,True,True,0,0
S2,3,919,Contabilidad 3,7,Ciencias Basicas y Complementarias,teorico,No,No,No,No,0,bajo,Si,No,1,20,6,0,6,0.3,6,4,2,0,0,2,0,0,0.6666666666666666,0.3333333333333333,0.0,,0.3333333333333333,0.0,49.666666666666664,10.333333333333334,60.0,False,False,2,0
S2,3,943,Administracion de Empresas 1,7,Desarrollo de Software,teorico,No,No,No,No,0,bajo,Si,No,1,20,5,0,5,0.25,5,3,2,1,0,2,0,0,0.6,0.4,0.2,0.0,0.4,0.0,52.4,17.2,69.6,True,True,0,0
S2,3,949,Estadistica 1,4,Metodologia de Sistemas,teorico,No,Si,Si,Si,6,alto,Si,No,2,50,28,2,26,0.56,26,16,9,8,3,7,1,0,0.6153846153846154,0.34615384615384615,0.3076923076923077,0.375,0.2692307692307692,0.15789473684210525,46.92307692307692,14.36,60.73076923076923,False,False,7,7
S2,3,950,Estadistica 2,7,Metodologia de Sistemas,teorico,No,No,No,No,0,bajo,Si,No,1,20,5,0,5,0.25,5,3,2,0,0,2,0,0,0.6,0.4,0.0,,0.4,0.0,47.4,20.2,67.6,False,False,2,0
V2,4,094,Ecologia,5,Ciencias Basicas y Complementarias,teorico,No,No,No,Si,1,medio,Si,No,1,20,6,0,6,0.3,6,4,2,0,0,2,0,0,0.6666666666666666,0.3333333333333333,0.0,,0.3333333333333333,0.0,45.666666666666664,18.833333333333332,64.5,False,False,2,2
V2,4,146,Fisica 1,3,Ciencias Basicas y Complementarias,teorico,Si,Si,No,Si,1,medio,Si,No,1,30,16,0,16,0.5333333333333333,16,9,6,0,0,7,1,0,0.5625,0.375,0.0,,0.4375,0.0,49.5625,15.0,63.625,False,False,7,7
V2,4,147,Fisica 2,4,Ciencias Basicas y Complementarias,teorico,Si,Si,Si,Si,3,medio,Si,No,1,20,14,0,14,0.7,14,8,5,0,0,6,1,0,0.5714285714285714,0.35714285714285715,0.0,,0.42857142857142855,0.0,49.785714285714285,17.692307692307693,66.21428571428571,False,False,6,6
V2,4,169,Matematica Basica 1,1,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,2,medio,Si,No,1,45,30,1,29,0.6666666666666666,29,18,9,0,0,11,2,0,0.6206896551724138,0.3103448275862069,0.0,,0.3793103448275862,0.0,46.96551724137931,16.22222222222222,62.06896551724138,False,False,11,11
V2,4,170,Matematica Basica 2,2,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,6,alto,Si,No,1,30,20,0,20,0.6666666666666666,20,12,7,0,0,8,1,0,0.6,0.35,0.0,,0.4,0.0,50.5,13.210526315789474,63.05,False,False,8,8
V2,4,2816,Redes de Computadoras 1,7,Ciencias de la Computacion,mixto,Si,Si,No,Si,1,medio,Si,No,1,20,12,0,12,0.6,12,6,5,0,0,6,1,0,0.5,0.4166666666666667,0.0,,0.5,0.0,44.833333333333336,19.09090909090909,62.333333333333336,False,False,6,6
V2,4,2822,Analisis y Diseño de Sistemas 1,8,Desarrollo de Software,mixto,No,Si,Si,Si,3,medio,Si,No,1,20,10,1,9,0.5,9,5,3,0,0,4,1,0,0.5555555555555556,0.3333333333333333,0.0,,0.4444444444444444,0.0,42.666666666666664,17.75,58.44444444444444,False,False,4,4
V2,4,290,Matematica Intermedia 1,3,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,5,alto,Si,No,1,30,24,2,22,0.8,22,13,8,0,0,9,1,0,0.5909090909090909,0.36363636363636365,0.0,,0.4090909090909091,0.0,46.90909090909091,15.761904761904763,61.95454545454545,False,False,9,9
V2,4,291,Matematica Intermedia 2,4,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,2,medio,Si,No,1,20,12,0,12,0.6,12,8,3,0,0,4,1,0,0.6666666666666666,0.25,0.0,,0.3333333333333333,0.0,50.75,17.272727272727273,66.58333333333333,False,False,4,4
V2,4,292,Matematica Intermedia 3,4,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,3,medio,Si,No,1,20,10,1,9,0.5,9,6,3,0,0,3,0,0,0.6666666666666666,0.3333333333333333,0.0,,0.3333333333333333,0.0,52.888888888888886,15.444444444444445,68.33333333333333,False,False,3,3
V2,4,673,Matematica Aplicada 1,5,Ciencias Basicas y Complementarias,teorico,No,Si,Si,Si,3,medio,Si,No,1,20,8,0,8,0.4,8,5,3,0,0,3,0,0,0.625,0.375,0.0,,0.375,0.0,48.125,17.625,65.75,False,False,3,3
V2,4,690,Ingenieria Economica 1,8,Ciencias Basicas y Complementarias,teorico,No,No,Si,Si,2,medio,Si,No,1,20,8,0,8,0.4,8,5,3,0,0,3,0,0,0.625,0.375,0.0,,0.375,0.0,49.25,14.875,64.125,False,False,3,3
V2,4,694,Contabilidad 1,5,Ciencias Basicas y Complementarias,teorico,No,No,No,Si,1,medio,Si,No,1,20,7,0,7,0.35,7,4,3,0,0,3,0,0,0.5714285714285714,0.42857142857142855,0.0,,0.42857142857142855,0.0,42.857142857142854,16.428571428571427,59.285714285714285,False,False,3,3
V2,4,909,Preparacion y Evaluacion de Proyectos 1,10,Ciencias Basicas y Complementarias,practico,No,No,No,No,0,bajo,Si,No,1,20,6,0,6,0.3,6,4,2,0,0,2,0,0,0.6666666666666666,0.3333333333333333,0.0,,0.3333333333333333,0.0,48.0,19.0,67.0,False,False,2,0
V2,4,912,Planeamiento,10,Ciencias Basicas y Complementarias,teorico,No,No,No,No,0,bajo,Si,No,1,20,4,0,4,0.2,4,3,1,0,0,1,0,0,0.75,0.25,0.0,,0.25,0.0,43.5,23.75,67.25,False,False,1,0
V2,4,943,Administracion de Empresas 1,7,Desarrollo de Software,teorico,No,No,No,No,0,bajo,Si,No,1,20,5,1,4,0.25,4,3,1,0,0,1,0,0,0.75,0.25,0.0,,0.25,0.0,50.5,13.5,64.0,False,False,1,0
