estudiante_id_ofuscado,codigo_curso,periodo_academico,fecha_acta,oportunidad_evaluacion,seccion,zona,nota_examen,nota_total,resultado,numero_acta,estado_acta
17c7a9a2-f074-5a25-9c33-123c3f252a00,216,S1,2024-05-27,Primera recuperacion,A,39,5,44,Reprobado,ACTA-2024-S1-216-A-REC1,Normal
286fa7de-31f8-56c1-8023-d8120c448dc4,216,S1,2024-05-27,Primera recuperacion,A,36,13,49,Reprobado,ACTA-2024-S1-216-A-REC1,Normal
286fa7de-31f8-56c1-8023-d8120c448dc4,216,S1,2024-07-10,Segunda recuperacion,A,36,13,49,Reprobado,ACTA-2024-S1-216-A-REC2,Normal
00951361-bee7-5343-85b9-b2de39c38298,216,S1,2024-05-08,Ordinario,B,42,17,59,Reprobado,ACTA-2024-S1-216-B-ORD,Normal
d31f1530-eb29-5bdd-b1a8-a3ae4c08702f,216,S1,2024-05-08,Ordinario,B,47,29,76,Aprobado,ACTA-2024-S1-216-B-ORD,Normal
e1e5ddb0-f781-58a0-8ee3-0398d09b2498,216,S1,2024-05-08,Ordinario,B,39,27,66,Aprobado,ACTA-2024-S1-216-B-ORD,Normal
08d5616f-376d-5766-b14e-b1d1437e5d1a,216,S1,2024-05-10,Ordinario,C,46,7,53,Reprobado,ACTA-2024-S1-216-C-ORD,Normal
421e5b33-6bf8-5c14-a03b-3a4e6da333e6,216,S1,2024-05-10,Ordinario,C,47,3,50,Reprobado,ACTA-2024-S1-216-C-ORD,Normal
7b4bccb3-17ad-55f8-999a-2445c85928a1,216,S1,2024-05-10,Ordinario,C,68,6,74,Aprobado,ACTA-2024-S1-216-C-ORD,Normal
d1be5647-fdd8-53fe-8b3c-64441ddd5977,216,S1,2024-05-10,Ordinario,C,64,1,65,Aprobado,ACTA-2024-S1-216-C-ORD,Normal
e47c32f0-0c28-5157-bc7c-72d90ae601f8,216,S1,2024-05-10,Ordinario,C,45,24,69,Aprobado,ACTA-2024-S1-216-C-ORD,Normal
f1655cb7-00bc-5455-9379-254358e903cf,216,S1,2024-05-10,Ordinario,C,46,20,66,Aprobado,ACTA-2024-S1-216-C-ORD,Normal
f6488969-c04b-5ddd-960d-f87b5e1b214f,216,S1,2024-05-10,Ordinario,C,57,29,86,Aprobado,ACTA-2024-S1-216-C-ORD,Normal
ff9481f2-af23-5a24-9813-859e9c577ab6,216,S1,2024-05-10,Ordinario,C,55,2,57,Reprobado,ACTA-2024-S1-216-C-ORD,Normal
421e5b33-6bf8-5c14-a03b-3a4e6da333e6,216,S1,2024-05-27,Primera recuperacion,C,47,29,76,Aprobado,ACTA-2024-S1-216-C-REC1,Normal
4ca64fe3-739c-5549-9021-88056df3ce2c,216,S1,2024-05-08,Ordinario,D,34,26,60,Reprobado,ACTA-2024-S1-216-D-ORD,Normal
79e7db35-50f0-5599-a41c-31b243f13720,216,S1,2024-05-08,Ordinario,D,50,11,61,Aprobado,ACTA-2024-S1-216-D-ORD,Normal
898ef159-1bc5-50f4-a839-8a6328ead4e2,216,S1,2024-05-08,Ordinario,D,51,8,59,Reprobado,ACTA-2024-S1-216-D-ORD,Normal
d3fc7fce-8bb1-5b8f-a4d5-58e2ef066b24,216,S1,2024-05-08,Ordinario,D,48,16,64,Aprobado,ACTA-2024-S1-216-D-ORD,Normal
4ca64fe3-739c-5549-9021-88056df3ce2c,216,S1,2024-05-29,Primera recuperacion,D,34,26,60,Reprobado,ACTA-2024-S1-216-D-REC1,Normal
898ef159-1bc5-50f4-a839-8a6328ead4e2,216,S1,2024-05-29,Primera recuperacion,D,51,8,59,Reprobado,ACTA-2024-S1-216-D-REC1,Normal
4ca64fe3-739c-5549-9021-88056df3ce2c,216,S1,2024-07-07,Segunda recuperacion,D,34,26,60,Reprobado,ACTA-2024-S1-216-D-REC2,Normal
898ef159-1bc5-50f4-a839-8a6328ead4e2,216,S1,2024-07-07,Segunda recuperacion,D,51,8,59,Reprobado,ACTA-2024-S1-216-D-REC2,Normal
be370c13-7be9-54a5-89bb-4bdce7fb2e43,216,S1,2024-05-12,Ordinario,E,52,0,52,Reprobado,ACTA-2024-S1-216-E-ORD,Normal
f23552cd-6876-5561-b470-73e7c5e2bebe,216,S1,2024-05-12,Ordinario,E,46,30,76,Aprobado,ACTA-2024-S1-216-E-ORD,Normal
be370c13-7be9-54a5-89bb-4bdce7fb2e43,216,S1,2024-05-23,Primera recuperacion,E,52,0,52,Reprobado,ACTA-2024-S1-216-E-REC1,Normal
be370c13-7be9-54a5-89bb-4bdce7fb2e43,216,S1,2024-07-07,Segunda recuperacion,E,52,0,52,Reprobado,ACTA-2024-S1-216-E-REC2,Normal
54efacbd-8d05-5312-8217-122e8f73fddc,216,S1,2024-05-11,Ordinario,F,60,23,83,Aprobado,ACTA-2024-S1-216-F-ORD,Normal
b92068f4-3013-587a-8e70-ce58bab62301,216,S1,2024-05-11,Ordinario,F,68,0,68,Aprobado,ACTA-2024-S1-216-F-ORD,Normal
dda7d84e-c79a-5f19-b8d1-4090f3239620,216,S1,2024-05-11,Ordinario,F,39,12,51,Reprobado,ACTA-2024-S1-216-F-ORD,Normal
92fcb7e2-aae7-5aa4-81b8-b92b825fe8a7,2666,S1,2024-05-11,Ordinario,A,50,23,73,Aprobado,ACTA-2024-S1-2666-A-ORD,Normal
9d33fef8-5e8a-5846-9347-224ddf41678a,2666,S1,2024-05-11,Ordinario,A,64,0,64,Aprobado,ACTA-2024-S1-2666-A-ORD,Normal
a2047dfe-7072-5573-86cf-cf4ca53db0fa,2666,S1,2024-05-11,Ordinario,A,55,23,78,Aprobado,ACTA-2024-S1-2666-A-ORD,Normal
cf443787-1a74-5a5e-bff3-2ef5575818ac,2666,S1,2024-05-11,Ordinario,A,54,4,58,Reprobado,ACTA-2024-S1-2666-A-ORD,Normal
cf443787-1a74-5a5e-bff3-2ef5575818ac,2666,S1,2024-05-26,Primera recuperacion,A,54,4,58,Reprobado,ACTA-2024-S1-2666-A-REC1,Normal
08d5616f-376d-5766-b14e-b1d1437e5d1a,2666,S1,2024-05-08,Ordinario,B,45,12,57,Reprobado,ACTA-2024-S1-2666-B-ORD,Normal
17c7a9a2-f074-5a25-9c33-123c3f252a00,2666,S1,2024-05-08,Ordinario,B,50,26,76,Aprobado,ACTA-2024-S1-2666-B-ORD,Normal
76c382db-d59f-56da-9b78-fa2341e8a839,2666,S1,2024-05-08,Ordinario,B,37,27,64,Aprobado,ACTA-2024-S1-2666-B-ORD,Normal
f6488969-c04b-5ddd-960d-f87b5e1b214f,2666,S1,2024-05-08,Ordinario,B,61,0,61,Aprobado,ACTA-2024-S1-2666-B-ORD,Normal
5a4dd046-dd91-5381-90c2-a900c4c37cbb,2666,S1,2024-05-10,Ordinario,C,61,7,68,Aprobado,ACTA-2024-S1-2666-C-ORD,Normal
799bdc38-e9f5-5892-b852-bcb64e6e021b,2666,S1,2024-05-10,Ordinario,C,34,4,38,Reprobado,ACTA-2024-S1-2666-C-ORD,Normal
7b4bccb3-17ad-55f8-999a-2445c85928a1,2666,S1,2024-05-10,Ordinario,C,56,21,77,Aprobado,ACTA-2024-S1-2666-C-ORD,Normal
9e77d389-c711-5374-8ab7-a5ef908fb2a5,2666,S1,2024-05-10,Ordinario,C,37,3,40,Reprobado,ACTA-2024-S1-2666-C-ORD,Normal
d31f1530-eb29-5bdd-b1a8-a3ae4c08702f,2666,S1,2024-05-10,Ordinario,C,66,17,83,Aprobado,ACTA-2024-S1-2666-C-ORD,Normal
e47c32f0-0c28-5157-bc7c-72d90ae601f8,2666,S1,2024-05-10,Ordinario,C,42,28,70,Aprobado,ACTA-2024-S1-2666-C-ORD,Normal
9e77d389-c711-5374-8ab7-a5ef908fb2a5,2666,S1,2024-05-27,Primera recuperacion,C,37,3,40,Reprobado,ACTA-2024-S1-2666-C-REC1,Normal
421e5b33-6bf8-5c14-a03b-3a4e6da333e6,2666,S1,2024-05-12,Ordinario,E,53,4,57,Reprobado,ACTA-2024-S1-2666-E-ORD,Normal
79e7db35-50f0-5599-a41c-31b243f13720,2666,S1,2024-05-12,Ordinario,E,62,26,88,Aprobado,ACTA-2024-S1-2666-E-ORD,Normal
9b21c50e-3681-517b-af9a-5d043499cb27,2666,S1,2024-05-12,Ordinario,E,46,21,67,Aprobado,ACTA-2024-S1-2666-E-ORD,Normal
aa0e548f-62ee-554b-83fc-7eb4613cf4ff,2666,S1,2024-05-12,Ordinario,E,39,1,40,Reprobado,ACTA-2024-S1-2666-E-ORD,Normal
d1be5647-fdd8-53fe-8b3c-64441ddd5977,2666,S1,2024-05-12,Ordinario,E,61,30,91,Aprobado,ACTA-2024-S1-2666-E-ORD,Normal
421e5b33-6bf8-5c14-a03b-3a4e6da333e6,2666,S1,2024-05-22,Primera recuperacion,E,53,4,57,Reprobado,ACTA-2024-S1-2666-E-REC1,Normal
37cf6f59-cc69-576b-ba66-c5cf8fe772c3,2666,S1,2024-05-13,Ordinario,F,58,14,72,Aprobado,ACTA-2024-S1-2666-F-ORD,Normal
0b91ef54-482c-5813-ab7c-4eec7f55e3d4,2667,S1,2024-05-10,Ordinario,A,39,28,67,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
0ef15c27-d711-5c04-a891-a2c6c92975e9,2667,S1,2024-05-10,Ordinario,A,46,28,74,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
11b3b6a5-c3f8-5413-a4d3-bf4c2dee1df7,2667,S1,2024-05-10,Ordinario,A,52,10,62,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
13b9c86d-9619-5631-94db-1fa1670bd20b,2667,S1,2024-05-10,Ordinario,A,47,24,71,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
1de648c3-6819-5075-9540-695d387b5ffb,2667,S1,2024-05-10,Ordinario,A,38,28,66,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
1f2b77ef-07aa-502d-929d-d94213b94b63,2667,S1,2024-05-10,Ordinario,A,63,18,81,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
263cfab1-83e1-5775-bb4e-9afb1bef241e,2667,S1,2024-05-10,Ordinario,A,65,21,86,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,2667,S1,2024-05-10,Ordinario,A,61,15,76,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
3678d8f5-f11c-5323-ad36-aab7f6b19119,2667,S1,2024-05-10,Ordinario,A,48,7,55,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
3bddbee5-05a1-5c39-ac75-9157f041902e,2667,S1,2024-05-10,Ordinario,A,34,22,56,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
3de5d6a3-404d-592b-bd1d-e16220feabe5,2667,S1,2024-05-10,Ordinario,A,56,23,79,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
3e703abf-7a8c-5481-8fa7-6bc889902317,2667,S1,2024-05-10,Ordinario,A,56,7,63,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
3ed23438-77d4-550f-ad5f-cc6bcf90ec02,2667,S1,2024-05-10,Ordinario,A,36,NSP,36,NSP,ACTA-2024-S1-2667-A-ORD,Normal
47413417-88fb-5b3e-957d-208714a3e40a,2667,S1,2024-05-10,Ordinario,A,47,25,72,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
50cd2e0b-10ff-5209-836b-c75477a9725b,2667,S1,2024-05-10,Ordinario,A,53,11,64,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
54a8344b-f5b6-57d7-bf33-011f650d4236,2667,S1,2024-05-10,Ordinario,A,53,30,83,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
5f88dc9a-1680-52ba-95d3-277b3d08cd6a,2667,S1,2024-05-10,Ordinario,A,37,24,61,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
61c7e1ff-5e5c-5001-8567-a3771ff133dd,2667,S1,2024-05-10,Ordinario,A,63,11,74,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
6327d4a3-6104-565e-b692-b3e8408fe538,2667,S1,2024-05-10,Ordinario,A,54,2,56,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
682590a1-8178-5261-b1a8-d0e0130255a2,2667,S1,2024-05-10,Ordinario,A,66,21,87,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
6b1b007f-3d94-50d2-95ae-a23cf0fd1801,2667,S1,2024-05-10,Ordinario,A,52,25,77,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
6ec54b76-7dc1-5765-b816-5a329a6432e2,2667,S1,2024-05-10,Ordinario,A,41,30,71,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
77ba4949-674f-5d40-b7e3-d0faee92880d,2667,S1,2024-05-10,Ordinario,A,48,8,56,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
8330ae23-4728-57d3-9192-77a20abbdca7,2667,S1,2024-05-10,Ordinario,A,37,7,44,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
84dddfd9-5b3a-5af3-9cc7-78c192097158,2667,S1,2024-05-10,Ordinario,A,67,5,72,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
88ac2e8a-94a5-5041-b4e6-f6e5d388a4da,2667,S1,2024-05-10,Ordinario,A,65,10,75,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
8c6b782d-1004-5643-8e93-3a5fca01dcd3,2667,S1,2024-05-10,Ordinario,A,49,NSP,49,NSP,ACTA-2024-S1-2667-A-ORD,Normal
978d05a1-a5a9-5ba4-9e3c-f3840d820cc0,2667,S1,2024-05-10,Ordinario,A,44,24,68,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
a8b2948e-db2a-550f-8291-7bf443e650f9,2667,S1,2024-05-10,Ordinario,A,33,6,39,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
a97bb513-eef4-547a-a146-e227965cdee2,2667,S1,2024-05-10,Ordinario,A,53,1,54,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
b39a108c-b4ee-5874-8b0c-d7dcd496f75d,2667,S1,2024-05-10,Ordinario,A,47,4,51,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
b481fb0d-4c7d-5dbf-8e5a-85fcf4533ba4,2667,S1,2024-05-10,Ordinario,A,64,30,94,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
b91bfdc4-f835-5a86-8106-fce8775833f0,2667,S1,2024-05-10,Ordinario,A,37,3,40,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
bb6f73d6-26af-56f4-8416-97e3fd8fba7a,2667,S1,2024-05-10,Ordinario,A,53,5,58,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
bd6823c1-6617-541e-b44d-2de09a66e52e,2667,S1,2024-05-10,Ordinario,A,33,4,37,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
be1fcbec-38cc-5bd7-8f2d-eb697f760369,2667,S1,2024-05-10,Ordinario,A,37,23,60,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
c196e189-9bf9-5874-954e-a0324df04e81,2667,S1,2024-05-10,Ordinario,A,66,14,80,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
d11c046e-c9c2-5193-9cc1-77492c5d1264,2667,S1,2024-05-10,Ordinario,A,64,4,68,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
e3bc81de-b8d3-5624-bc8b-61e4451515d1,2667,S1,2024-05-10,Ordinario,A,52,3,55,Reprobado,ACTA-2024-S1-2667-A-ORD,Normal
e900eff1-a3f4-5be4-86dd-49f64721fc82,2667,S1,2024-05-10,Ordinario,A,42,26,68,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
f02dd2cb-e888-5bf5-ba3e-f4b7b438b68a,2667,S1,2024-05-10,Ordinario,A,57,12,69,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
f38571e3-0dd7-56c0-9003-d327dcd76739,2667,S1,2024-05-10,Ordinario,A,61,6,67,Aprobado,ACTA-2024-S1-2667-A-ORD,Normal
3bddbee5-05a1-5c39-ac75-9157f041902e,2667,S1,2024-05-25,Primera recuperacion,A,34,22,56,Reprobado,ACTA-2024-S1-2667-A-REC1,Normal
77ba4949-674f-5d40-b7e3-d0faee92880d,2667,S1,2024-05-25,Primera recuperacion,A,48,26,74,Aprobado,ACTA-2024-S1-2667-A-REC1,Normal
8330ae23-4728-57d3-9192-77a20abbdca7,2667,S1,2024-05-25,Primera recuperacion,A,37,7,44,Reprobado,ACTA-2024-S1-2667-A-REC1,Normal
a8b2948e-db2a-550f-8291-7bf443e650f9,2667,S1,2024-05-25,Primera recuperacion,A,33,6,39,Reprobado,ACTA-2024-S1-2667-A-REC1,Normal
a97bb513-eef4-547a-a146-e227965cdee2,2667,S1,2024-05-25,Primera recuperacion,A,53,17,70,Aprobado,ACTA-2024-S1-2667-A-REC1,Normal
b39a108c-b4ee-5874-8b0c-d7dcd496f75d,2667,S1,2024-05-25,Primera recuperacion,A,47,4,51,Reprobado,ACTA-2024-S1-2667-A-REC1,Normal
b91bfdc4-f835-5a86-8106-fce8775833f0,2667,S1,2024-05-25,Primera recuperacion,A,37,3,40,Reprobado,ACTA-2024-S1-2667-A-REC1,Normal
bb6f73d6-26af-56f4-8416-97e3fd8fba7a,2667,S1,2024-05-25,Primera recuperacion,A,53,10,63,Aprobado,ACTA-2024-S1-2667-A-REC1,Normal
be1fcbec-38cc-5bd7-8f2d-eb697f760369,2667,S1,2024-05-25,Primera recuperacion,A,37,23,60,Reprobado,ACTA-2024-S1-2667-A-REC1,Normal
8330ae23-4728-57d3-9192-77a20abbdca7,2667,S1,2024-07-08,Segunda recuperacion,A,37,7,44,Reprobado,ACTA-2024-S1-2667-A-REC2,Normal
a8b2948e-db2a-550f-8291-7bf443e650f9,2667,S1,2024-07-08,Segunda recuperacion,A,33,28,61,Aprobado,ACTA-2024-S1-2667-A-REC2,Normal
be1fcbec-38cc-5bd7-8f2d-eb697f760369,2667,S1,2024-07-08,Segunda recuperacion,A,37,30,67,Aprobado,ACTA-2024-S1-2667-A-REC2,Normal
0c7a60bb-8fd5-5785-ae40-5a238188aebd,2795,S1,2024-05-12,Ordinario,A,59,14,73,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
0cde0ab4-cadb-52c2-b390-b7f6afe8746c,2795,S1,2024-05-12,Ordinario,A,50,6,56,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
0ee9e680-12e5-50e4-b182-3e780e680246,2795,S1,2024-05-12,Ordinario,A,58,14,72,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
160c76d2-e6fd-5b5f-848d-57e6bb964df3,2795,S1,2024-05-12,Ordinario,A,42,27,69,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
23d99703-dc71-5cfb-be2e-7b094396d2e1,2795,S1,2024-05-12,Ordinario,A,54,1,55,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
25077c77-5aee-5d93-8a36-c5b57da00dc0,2795,S1,2024-05-12,Ordinario,A,35,NSP,35,NSP,ACTA-2024-S1-2795-A-ORD,Normal
25e84c4c-0e95-5f03-a935-f30e7f0de6b0,2795,S1,2024-05-12,Ordinario,A,53,14,67,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
26b70c46-d8aa-5b67-b21d-02f2c1b9ca56,2795,S1,2024-05-12,Ordinario,A,65,25,90,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
34986bea-a380-5964-a9fe-b7d8075f0cd5,2795,S1,2024-05-12,Ordinario,A,61,22,83,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
34cda5e3-c5d3-54b8-aeb1-bfb0d468bf7f,2795,S1,2024-05-12,Ordinario,A,39,30,69,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
37298f71-ec61-5e5c-ad25-86570c15f7ec,2795,S1,2024-05-12,Ordinario,A,54,6,60,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
38d3c179-d651-5b38-a95d-5f30eea49bc7,2795,S1,2024-05-12,Ordinario,A,37,21,58,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
390a81e9-c184-59de-8b1f-aa4c16c462b8,2795,S1,2024-05-12,Ordinario,A,40,30,70,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
3bdd6bd7-2493-5fef-97d2-19101e40630a,2795,S1,2024-05-12,Ordinario,A,49,6,55,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
3d26acfe-2654-5f55-abd4-4977a7b03cf5,2795,S1,2024-05-12,Ordinario,A,59,5,64,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
4628c082-b668-5afc-a506-1e3c43e99915,2795,S1,2024-05-12,Ordinario,A,68,3,71,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
490c004f-42a1-534f-b227-8fe75437eaed,2795,S1,2024-05-12,Ordinario,A,67,4,71,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
49b58f54-b0f3-5a4f-b91f-0f3ad303fe50,2795,S1,2024-05-12,Ordinario,A,54,30,84,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
4fd48cf3-f8af-550e-a2d0-220e5a797783,2795,S1,2024-05-12,Ordinario,A,46,7,53,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
5f2d4609-1bd0-5199-8792-ad4daad25e34,2795,S1,2024-05-12,Ordinario,A,53,8,61,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
6b0fa083-89e1-5c4a-9ebd-503d3bf9b28b,2795,S1,2024-05-12,Ordinario,A,64,19,83,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
71806101-b15f-5375-91f0-eafc01d04a08,2795,S1,2024-05-12,Ordinario,A,62,17,79,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
760374e5-fa63-5431-b172-de8a0abbce5f,2795,S1,2024-05-12,Ordinario,A,40,4,44,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
766a215c-fae4-5d87-86b1-a6544ab14748,2795,S1,2024-05-12,Ordinario,A,64,10,74,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
8feda068-15b3-578a-b249-a538441fafb6,2795,S1,2024-05-12,Ordinario,A,42,9,51,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
97171161-ceef-5159-92b0-c9415c6d7403,2795,S1,2024-05-12,Ordinario,A,43,20,63,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
99e6be68-8a89-5792-85ba-477b1d7e300b,2795,S1,2024-05-12,Ordinario,A,37,1,38,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
9db9b320-6e2b-5cf7-9e83-bba0130684c9,2795,S1,2024-05-12,Ordinario,A,46,13,59,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
9ef93136-4252-556a-b27a-56284b0733c6,2795,S1,2024-05-12,Ordinario,A,40,29,69,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
a0255bd2-c49d-5e1e-9f89-cd10cc01f918,2795,S1,2024-05-12,Ordinario,A,45,22,67,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
a029f47b-dd20-5fb5-9265-eb5443fecfd1,2795,S1,2024-05-12,Ordinario,A,40,27,67,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
a252557b-6fa4-5ac7-b1b4-dfa120d1e728,2795,S1,2024-05-12,Ordinario,A,43,21,64,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
a2b5f5b2-e9f5-5757-9f6e-7438a476abc5,2795,S1,2024-05-12,Ordinario,A,40,13,53,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
a95180f9-77c6-5b98-a2fb-323e641ed050,2795,S1,2024-05-12,Ordinario,A,51,11,62,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
b0348df3-fe64-57fb-9a16-ef1d46254d7e,2795,S1,2024-05-12,Ordinario,A,66,27,93,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
bfcdedcc-bb15-55d3-af36-398b47e8169b,2795,S1,2024-05-12,Ordinario,A,53,25,78,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
ca6fc301-a539-586c-9789-e3d1605db2b0,2795,S1,2024-05-12,Ordinario,A,49,24,73,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
cb7e7a97-6e00-55b0-b580-317f19854827,2795,S1,2024-05-12,Ordinario,A,31,4,35,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
cf78170e-bdcf-5b76-9880-68254df8a507,2795,S1,2024-05-12,Ordinario,A,35,15,50,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
d4aa7cc1-7a50-5352-8316-3d2d7fa077d2,2795,S1,2024-05-12,Ordinario,A,45,30,75,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
d5aaa6eb-6692-5c69-b2a8-cf5b1835b425,2795,S1,2024-05-12,Ordinario,A,66,20,86,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
e21547f5-5ca5-5a65-9672-e1f99f10125a,2795,S1,2024-05-12,Ordinario,A,52,3,55,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
eae6527b-b1e4-5222-b4d0-ac6089abf79f,2795,S1,2024-05-12,Ordinario,A,33,21,54,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
ec14649a-b1aa-5070-8cb4-c6a848b94d89,2795,S1,2024-05-12,Ordinario,A,53,30,83,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
ec22dbbf-bcda-5f1d-bfc8-a82e55ec7de9,2795,S1,2024-05-12,Ordinario,A,54,10,64,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
f199e5f4-121f-5cf5-ba7c-98bc08d9eb4c,2795,S1,2024-05-12,Ordinario,A,46,NSP,46,NSP,ACTA-2024-S1-2795-A-ORD,Normal
f4bcda92-d4d7-507e-b697-5600cac6f573,2795,S1,2024-05-12,Ordinario,A,42,30,72,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
fb167343-6dc1-5b01-b2b2-486e33496558,2795,S1,2024-05-12,Ordinario,A,64,14,78,Aprobado,ACTA-2024-S1-2795-A-ORD,Normal
fc68457e-7e7c-5698-a1c7-1ed0dccba4b3,2795,S1,2024-05-12,Ordinario,A,53,0,53,Reprobado,ACTA-2024-S1-2795-A-ORD,Normal
0cde0ab4-cadb-52c2-b390-b7f6afe8746c,2795,S1,2024-05-26,Primera recuperacion,A,50,25,75,Aprobado,ACTA-2024-S1-2795-A-REC1,Normal
23d99703-dc71-5cfb-be2e-7b094396d2e1,2795,S1,2024-05-26,Primera recuperacion,A,54,1,55,Reprobado,ACTA-2024-S1-2795-A-REC1,Normal
38d3c179-d651-5b38-a95d-5f30eea49bc7,2795,S1,2024-05-26,Primera recuperacion,A,37,21,58,Reprobado,ACTA-2024-S1-2795-A-REC1,Normal
4fd48cf3-f8af-550e-a2d0-220e5a797783,2795,S1,2024-05-26,Primera recuperacion,A,46,25,71,Aprobado,ACTA-2024-S1-2795-A-REC1,Normal
760374e5-fa63-5431-b172-de8a0abbce5f,2795,S1,2024-05-26,Primera recuperacion,A,40,4,44,Reprobado,ACTA-2024-S1-2795-A-REC1,Normal
8feda068-15b3-578a-b249-a538441fafb6,2795,S1,2024-05-26,Primera recuperacion,A,42,9,51,Reprobado,ACTA-2024-S1-2795-A-REC1,Normal
99e6be68-8a89-5792-85ba-477b1d7e300b,2795,S1,2024-05-26,Primera recuperacion,A,37,28,65,Aprobado,ACTA-2024-S1-2795-A-REC1,Normal
a2b5f5b2-e9f5-5757-9f6e-7438a476abc5,2795,S1,2024-05-26,Primera recuperacion,A,40,13,53,Reprobado,ACTA-2024-S1-2795-A-REC1,Normal
