codigo_curso,nombre_curso,semestre_pensum,area_academica,curso_base,curso_bloqueante,cantidad_cursos_dependientes,nivel_bloqueo_curricular,abierto_S1,abierto_V1,abierto_S2,abierto_V2,cantidad_periodos_abierto,indice_continuidad_oferta,patron_oferta,total_estudiantes_asignados_2024,total_estudiantes_con_nota_2024,total_perdida_definitiva_2024,total_recuperacion_2024,tasa_perdida_definitiva_2024,tasa_recuperacion_2024,estudiantes_sin_oportunidad_inmediata_2024,estudiantes_en_riesgo_retraso_curricular_2024,tasa_ocupacion_promedio_2024,grupo_area,estudiantes_con_acta_ordinaria,perdida_definitiva,estudiantes_recuperacion,aprobados_recuperacion,estudiantes_en_riesgo_retraso_curricular,curso_etiqueta,tasa_perdida_definitiva,tasa_recuperacion,rank_criticidad_descriptiva
2831,Seguridad y Auditorias de Redes,9,Ciencias de la Computacion,No,No,0,bajo,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2831 - Seguridad y Auditorias de Redes,,,0.0
2832,Sistemas Aplicados 1,9,Desarrollo de Software,No,Si,1,medio,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2832 - Sistemas Aplicados 1,,,0.0
2833,Bases de Datos Avanzadas,9,Desarrollo de Software,No,No,0,bajo,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2833 - Bases de Datos Avanzadas,,,0.0
2834,Sistemas Organizacionales y Gerenciales 2,10,Metodologia de Sistemas,No,No,0,bajo,False,False,True,False,1,0.25,oferta_unica,15.0,13.0,3.0,2.0,0.2307692307692307,0.1538461538461538,3.0,0.0,0.75,Area profesional,13.0,3.0,2.0,2.0,0.0,2834 - Sistemas Organizacionales y Gerenciales 2,0.23076923076923078,0.15384615384615385,2.25
2835,Modelacion y Simulacion 2,10,Metodologia de Sistemas,No,No,0,bajo,False,True,False,False,1,0.25,oferta_vacaciones,9.0,6.0,3.0,0.0,0.5,0.0,3.0,0.0,0.45,Area profesional,6.0,3.0,0.0,0.0,0.0,2835 - Modelacion y Simulacion 2,0.5,0.0,2.25
2836,Software Avanzado,10,Desarrollo de Software,No,No,0,bajo,False,False,True,False,1,0.25,oferta_unica,14.0,14.0,4.0,3.0,0.2857142857142857,0.2142857142857142,4.0,0.0,0.7,Area profesional,14.0,4.0,3.0,2.0,0.0,2836 - Software Avanzado,0.2857142857142857,0.21428571428571427,3.0
2838,Inteligencia Artificial 2,10,Ciencias de la Computacion,No,No,0,bajo,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2838 - Inteligencia Artificial 2,,,0.0
2839,Redes de Nueva Generacion,10,Ciencias de la Computacion,No,No,0,bajo,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2839 - Redes de Nueva Generacion,,,0.0
2840,Sistemas Aplicados 2,10,Desarrollo de Software,No,No,0,bajo,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2840 - Sistemas Aplicados 2,,,0.0
2841,Auditoria de Proyectos de Software,10,Desarrollo de Software,No,No,0,bajo,False,False,False,False,0,0.0,sin_oferta_2024,0.0,0.0,0.0,0.0,,,0.0,0.0,,Area profesional,0.0,0.0,0.0,0.0,0.0,2841 - Auditoria de Proyectos de Software,,,0.0
